0,15
1,15
2,15
3,15
4,15
5,15
6,15
7,15
9,15
11,15
12,15
13,15
14,15
15,15
16,15
17,15
18,15
19,15
20,5
21,5
22,5
23,5
24,5
26,5
27,5
29,17
30,17
31,17
32,17
33,11
34,11
35,11
36,11
37,11
38,11
39,11
40,11
41,11
42,11
43,11
44,9
45,9
47,9
48,2
50,9
51,9
52,18
53,9
54,9
55,9
56,9
59,8
60,8
61,8
62,8
63,8
64,8
65,8
66,8
67,8
68,8
69,8
70,8
71,8
72,8
73,8
74,8
75,8
76,8
77,8
78,8
79,8
80,10
81,10
82,10
83,10
84,10
85,10
86,10
87,10
88,10
89,10
90,10
91,10
92,10
93,10
94,10
95,10
96,10
97,10
98,10
99,10
100,10
101,10
102,10
103,10
104,10
106,14
107,14
108,14
109,14
110,14
111,14
112,14
113,14
114,14
115,14
116,14
117,14
118,14
119,14
120,14
121,14
122,14
123,16
124,18
125,18
126,18
127,18
128,18
129,18
130,18
131,18
132,18
133,18
134,21
135,21
136,21
137,21
138,21
139,25
140,25
141,25
142,25
143,25
144,25
145,25
146,25
147,25
148,25
149,25
150,25
151,25
152,25
153,25
154,25
155,25
156,25
157,25
158,25
159,25
160,25
161,25
162,25
163,25
164,25
165,25
166,25
167,25
168,25
169,25
170,25
171,25
172,6
173,6
174,6
175,6
176,23
177,27
178,28
179,28
180,28
181,28
182,30
183,30
184,30
185,30
186,30
187,30
188,30
189,30
190,30
191,30
192,30
2,24
3,24
4,23
5,23
6,24
7,23
8,24
10,24
11,24
12,23
15,23
16,23
17,23
18,23
19,23
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,10
30,10
31,10
32,10
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,9
47,30
53,0
54,27
55,27
56,23
59,11
60,31
61,31
62,31
63,31
64,31
65,31
66,31
67,31
68,31
69,31
70,31
71,31
72,31
73,31
74,31
75,31
76,31
77,31
78,31
79,31
80,14
81,29
82,29
83,29
84,29
85,29
86,29
87,29
88,29
89,17
90,29
91,18
92,18
93,18
94,29
95,29
96,18
97,18
98,18
99,29
100,29
101,29
102,29
103,29
104,13
105,13
109,26
111,10
113,28
122,10
126,10
140,22
142,20
143,20
145,20
146,20
147,20
148,20
154,20
158,20
171,23
176,27
177,3
178,18
179,10
182,12
183,12
185,27
191,3
38,19
43,7
59,14
122,30
185,3
191,18
